,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2254,2,0.0,0.0,4000000,9200000,16,784,3200000,600000,13000000,4900000,0.0
2255,1,1.0,0.0,8900000,24000000,6,380,16500000,7400000,27700000,7500000,1.0
2256,3,0.0,0.0,8000000,18600000,20,565,1600000,8600000,22500000,9400000,0.0
2257,4,0.0,1.0,7900000,26900000,14,446,17900000,7300000,16500000,8200000,1.0
2258,5,0.0,1.0,6700000,20200000,8,406,6900000,4900000,15300000,7100000,1.0
2259,4,1.0,0.0,2400000,6000000,6,712,6800000,2200000,6000000,1200000,0.0
2260,4,1.0,0.0,8600000,22600000,14,729,300000,16200000,20500000,11900000,0.0
2261,1,1.0,1.0,5300000,14600000,20,508,11200000,2800000,17000000,4600000,1.0
2262,0,0.0,0.0,7400000,24900000,20,648,7100000,7900000,23300000,6200000,0.0
2263,0,1.0,1.0,8700000,18700000,10,346,1200000,1800000,30700000,8200000,1.0
2264,5,0.0,0.0,8200000,18500000,4,394,9600000,5700000,27400000,11100000,1.0
2265,0,1.0,1.0,3700000,9700000,12,501,2600000,6600000,9200000,4600000,1.0
2266,5,1.0,1.0,9200000,36300000,2,655,3000000,1200000,32200000,8700000,0.0
2267,4,1.0,0.0,6100000,20900000,4,662,10200000,7000000,23300000,4100000,0.0
2268,2,0.0,1.0,8800000,30800000,20,820,700000,4800000,25900000,12700000,0.0
2269,5,1.0,0.0,9200000,18900000,10,521,8300000,14500000,23400000,6900000,1.0
2270,3,0.0,0.0,7200000,27900000,12,473,21100000,8800000,27800000,8700000,1.0
2271,1,0.0,0.0,600000,1200000,10,561,900000,300000,1400000,600000,0.0
2272,5,0.0,0.0,8000000,23100000,20,461,5900000,2400000,29300000,7200000,1.0
2273,4,0.0,1.0,6900000,13800000,16,715,2100000,6100000,20900000,8200000,0.0
2274,0,1.0,1.0,4300000,15600000,18,440,6200000,1300000,10000000,4700000,1.0
2275,3,1.0,1.0,8500000,24900000,18,749,9600000,1200000,31700000,10100000,0.0
2276,4,1.0,0.0,8600000,17400000,2,787,11700000,10600000,18400000,10600000,0.0
2277,3,0.0,0.0,6300000,13900000,18,748,17700000,8800000,21700000,8600000,0.0
2278,3,1.0,1.0,5800000,13600000,12,321,1700000,3300000,22300000,3400000,1.0
2279,3,0.0,1.0,1000000,2300000,10,303,1000000,400000,2500000,1000000,1.0
2280,0,1.0,1.0,1700000,5400000,8,682,2400000,1000000,3900000,2100000,0.0
2281,2,1.0,0.0,3200000,8600000,18,638,1000000,4900000,8600000,3500000,0.0
2282,0,0.0,1.0,7500000,16600000,14,440,17200000,14500000,24100000,10300000,1.0
2283,1,1.0,1.0,2000000,6600000,10,873,1400000,200000,6300000,2400000,0.0
2284,3,1.0,0.0,9100000,19700000,20,437,6300000,13700000,23700000,12900000,1.0
2285,4,0.0,1.0,8400000,19700000,8,796,17900000,9200000,20200000,7700000,0.0
2286,4,0.0,0.0,7100000,27200000,16,824,2400000,8000000,22400000,3900000,0.0
2287,2,1.0,0.0,200000,800000,6,338,100000,0,400000,100000,1.0
2288,0,1.0,1.0,5000000,14900000,12,575,12800000,1500000,12300000,6600000,0.0
2289,0,1.0,1.0,4500000,16900000,8,773,6300000,6800000,14000000,6000000,0.0
2290,2,1.0,1.0,5100000,19700000,2,733,0,4500000,12900000,6200000,0.0
2291,3,0.0,1.0,4100000,10600000,14,475,5400000,4300000,13900000,4500000,1.0
2292,1,1.0,0.0,7200000,15000000,10,677,10600000,3900000,24500000,4100000,0.0
2293,3,1.0,0.0,7800000,17700000,6,403,12600000,3700000,24700000,10000000,1.0
2294,3,0.0,1.0,7500000,25300000,12,767,13200000,10800000,19400000,9600000,0.0
2295,3,0.0,1.0,6400000,21000000,2,813,3900000,10900000,20500000,4400000,0.0
2296,4,0.0,0.0,7000000,25700000,20,597,19900000,13500000,27500000,10100000,0.0
2297,4,1.0,1.0,9000000,31100000,8,896,7100000,4400000,23400000,13100000,0.0
2298,2,1.0,1.0,4400000,13900000,6,810,13200000,4200000,15000000,5200000,0.0
2299,2,1.0,0.0,900000,2000000,14,337,1700000,0,2100000,600000,1.0
2300,1,0.0,0.0,9800000,26900000,18,792,15900000,14100000,25200000,11900000,0.0
2301,4,1.0,0.0,600000,1600000,6,784,300000,100000,1900000,500000,0.0
2302,5,0.0,1.0,9700000,30100000,12,434,19600000,17900000,21000000,6900000,1.0
2303,2,0.0,1.0,8400000,32600000,10,384,13900000,1600000,21600000,7000000,1.0
2304,1,0.0,0.0,8300000,24900000,10,642,11500000,15400000,21600000,5800000,0.0
2305,4,0.0,0.0,7900000,29900000,8,314,22000000,4600000,26000000,8100000,1.0
2306,1,1.0,0.0,8600000,25900000,2,606,3700000,14900000,32700000,12200000,0.0
2307,5,1.0,1.0,6700000,17600000,14,843,12700000,200000,19500000,5600000,0.0
2308,0,0.0,0.0,2700000,7400000,10,778,6800000,800000,5600000,2800000,0.0
2309,0,1.0,0.0,6600000,25600000,8,718,12600000,12200000,21700000,9000000,0.0
2310,1,0.0,1.0,7100000,20800000,20,437,9600000,7300000,24700000,8800000,1.0
2311,5,0.0,1.0,300000,700000,10,586,0,400000,1000000,100000,0.0
2312,2,0.0,0.0,2200000,7000000,6,777,6100000,400000,4400000,3300000,0.0
2313,1,0.0,1.0,8700000,31700000,12,525,7800000,10200000,30300000,6100000,1.0
2314,4,0.0,0.0,7200000,23100000,12,632,4600000,8500000,19400000,4400000,0.0
2315,0,1.0,0.0,2000000,4800000,20,337,1300000,2200000,5500000,1700000,1.0
2316,4,0.0,1.0,8600000,27900000,8,458,22400000,1800000,34000000,11700000,1.0
2317,2,0.0,1.0,2300000,5400000,8,364,4500000,500000,7000000,2000000,1.0
2318,2,1.0,1.0,9600000,29800000,16,499,28500000,6300000,31800000,7400000,1.0
2319,2,0.0,1.0,1900000,6500000,16,887,2000000,1200000,4500000,1700000,0.0
2320,1,0.0,0.0,2100000,6300000,16,882,3900000,2200000,7700000,2900000,0.0
2321,1,1.0,1.0,3900000,8700000,8,817,900000,2500000,10700000,2100000,0.0
2322,5,1.0,1.0,200000,300000,10,704,500000,100000,800000,200000,0.0
2323,1,1.0,1.0,1900000,4500000,12,742,1200000,2000000,4400000,1200000,0.0
2324,0,1.0,1.0,3200000,11600000,4,393,4700000,300000,8000000,3100000,0.0
2325,0,1.0,0.0,1100000,4300000,18,828,700000,800000,2900000,900000,0.0
2326,5,0.0,1.0,8000000,21500000,12,779,2600000,15100000,29800000,10400000,0.0
2327,4,0.0,1.0,6100000,21700000,6,860,13900000,900000,14100000,5600000,0.0
2328,5,0.0,0.0,3200000,10600000,2,432,6500000,3700000,11200000,3700000,0.0
2329,4,0.0,1.0,9000000,30400000,20,532,21000000,7400000,30500000,13100000,1.0
2330,0,1.0,1.0,1200000,3200000,2,678,1500000,1000000,3400000,900000,0.0
2331,3,0.0,0.0,7900000,27000000,6,601,17700000,7800000,27600000,11500000,0.0
2332,3,0.0,1.0,7700000,23100000,8,807,2900000,9800000,20400000,7000000,0.0
2333,2,1.0,0.0,4400000,16500000,16,879,7800000,7500000,10300000,5400000,0.0
2334,1,1.0,0.0,3100000,11200000,18,665,2000000,5400000,12000000,2500000,0.0
2335,5,1.0,1.0,2600000,9300000,16,697,5100000,1200000,7700000,3700000,0.0
2336,4,0.0,0.0,5500000,21700000,14,867,5000000,8700000,15200000,3100000,0.0
2337,1,0.0,0.0,5700000,15500000,8,544,10500000,8700000,20900000,7000000,1.0
2338,5,0.0,0.0,6100000,20700000,20,482,9400000,2000000,16900000,5900000,1.0
2339,2,0.0,0.0,8200000,22500000,18,857,13400000,14300000,28400000,8400000,0.0
2340,1,0.0,0.0,6000000,21200000,12,549,17900000,8200000,16900000,6200000,1.0
2341,1,0.0,1.0,8000000,30600000,10,720,23700000,8500000,24900000,9700000,0.0
2342,4,1.0,0.0,2000000,4800000,8,302,1500000,800000,4000000,2600000,1.0
2343,5,0.0,1.0,1300000,2900000,12,669,400000,1700000,3900000,1800000,0.0
2344,1,0.0,0.0,7000000,27100000,6,591,6700000,12200000,21500000,4900000,0.0
2345,3,0.0,0.0,4100000,15300000,6,440,7500000,5100000,8200000,2000000,1.0
2346,3,0.0,0.0,8000000,26200000,16,890,15800000,4300000,25000000,4000000,0.0
2347,4,1.0,0.0,8100000,28000000,8,663,8800000,11300000,26000000,5500000,0.0
2348,4,0.0,1.0,9500000,22600000,14,433,10000000,900000,23100000,13400000,1.0
2349,0,0.0,0.0,9200000,22500000,10,317,14200000,17400000,28500000,10700000,1.0
2350,2,0.0,0.0,3900000,14700000,16,360,2600000,200000,8300000,2900000,1.0
2351,1,0.0,0.0,9100000,26200000,8,727,20800000,7100000,27800000,8900000,0.0
2352,3,0.0,1.0,3000000,8300000,4,685,2900000,5400000,11300000,3800000,0.0
2353,4,0.0,0.0,2000000,4300000,8,373,2000000,2700000,7700000,2200000,1.0
2354,5,0.0,0.0,6300000,14600000,8,469,13300000,10100000,24500000,3800000,1.0
2355,3,1.0,1.0,4100000,10900000,8,548,8800000,5200000,13200000,4300000,1.0
2356,0,1.0,0.0,9800000,29400000,20,618,1200000,14600000,33800000,8300000,0.0
2357,2,0.0,0.0,5200000,15400000,8,658,1200000,7500000,12800000,3200000,0.0
2358,3,0.0,0.0,7600000,28700000,18,781,21300000,12400000,29600000,8000000,0.0
2359,3,1.0,0.0,9200000,35500000,2,715,11100000,11800000,19800000,11700000,0.0
2360,5,1.0,0.0,2200000,8100000,4,409,300000,0,4900000,2400000,1.0
2361,2,1.0,1.0,8300000,20600000,10,504,100000,900000,33200000,6700000,1.0
2362,3,0.0,1.0,6100000,21600000,16,428,2900000,6100000,15100000,7200000,1.0
2363,2,0.0,0.0,4500000,16600000,20,704,6400000,4200000,16900000,2400000,0.0
2364,3,1.0,0.0,6600000,18800000,12,834,18800000,9300000,13700000,4800000,0.0
2365,4,1.0,0.0,8900000,34900000,14,694,15400000,2800000,20600000,9100000,0.0
2366,4,0.0,1.0,3900000,13300000,20,453,9800000,500000,12300000,4700000,1.0
2367,3,0.0,1.0,8900000,35400000,14,404,22300000,7700000,26400000,5900000,1.0
2368,5,1.0,0.0,6400000,22300000,12,776,500000,9100000,24100000,5800000,0.0
2369,1,1.0,1.0,9500000,28700000,16,526,24600000,4900000,31800000,6600000,1.0
2370,3,0.0,1.0,300000,1000000,8,641,700000,200000,1100000,200000,0.0
2371,5,1.0,0.0,4100000,12300000,6,582,10900000,6100000,14100000,3500000,0.0
2372,2,0.0,0.0,8100000,20800000,18,778,4100000,15500000,16700000,10600000,0.0
2373,4,0.0,0.0,9900000,28400000,10,763,23700000,12700000,35800000,5800000,0.0
2374,0,1.0,0.0,4800000,19000000,12,650,7000000,1000000,15600000,4800000,0.0
2375,0,0.0,1.0,2900000,9700000,2,820,6700000,1600000,9100000,3900000,0.0
2376,1,1.0,1.0,3500000,13500000,12,824,8400000,3900000,11600000,4100000,0.0
2377,1,1.0,1.0,4900000,12600000,4,718,11800000,7300000,11800000,3800000,0.0
2378,2,1.0,1.0,5100000,13300000,14,313,5900000,7900000,18000000,3900000,1.0
2379,5,0.0,0.0,7300000,26200000,10,751,1400000,12200000,26700000,10400000,0.0
2380,0,0.0,1.0,200000,300000,18,520,100000,300000,600000,100000,1.0
2381,2,0.0,0.0,1400000,4700000,4,355,2100000,600000,4400000,1400000,0.0
2382,3,0.0,1.0,8700000,33600000,14,314,7700000,10000000,21700000,6200000,1.0
2383,1,1.0,1.0,2800000,5900000,20,728,1000000,3200000,10300000,1400000,0.0
2384,3,0.0,1.0,9100000,30100000,14,564,26600000,7300000,22700000,8200000,0.0
2385,0,1.0,1.0,6800000,15300000,14,699,19900000,2600000,13900000,8300000,0.0
2386,0,1.0,1.0,5000000,17000000,6,624,6700000,6200000,15400000,5900000,0.0
2387,0,0.0,1.0,4400000,16800000,14,795,8700000,8700000,12600000,3400000,0.0
2388,5,1.0,1.0,8400000,18600000,20,703,2500000,7100000,28800000,9500000,0.0
2389,4,0.0,0.0,7800000,17300000,4,394,3600000,13100000,24300000,7200000,1.0
2390,4,0.0,1.0,4800000,9900000,14,779,5200000,9300000,18600000,2900000,0.0
2391,1,0.0,0.0,3200000,8800000,4,405,1000000,2600000,10700000,3400000,1.0
2392,5,0.0,1.0,2300000,6700000,16,612,6700000,3300000,8800000,2000000,0.0
2393,5,1.0,1.0,9200000,28100000,10,448,22300000,3300000,33200000,10700000,1.0
2394,2,1.0,1.0,4700000,13700000,6,506,1300000,7900000,16700000,3500000,1.0
2395,0,1.0,1.0,8000000,30400000,2,776,16600000,1400000,29100000,7800000,0.0
2396,1,0.0,1.0,2600000,8600000,6,730,800000,2900000,6000000,3100000,0.0
2397,3,1.0,0.0,200000,800000,20,730,0,300000,400000,300000,0.0
2398,5,0.0,0.0,7300000,17200000,2,345,6100000,8400000,23200000,4900000,1.0
2399,4,1.0,0.0,3300000,11800000,2,847,7800000,2400000,12100000,3000000,0.0
2400,4,1.0,0.0,8300000,23300000,20,398,18500000,11500000,17100000,9900000,1.0
2401,5,1.0,1.0,4100000,9600000,2,307,8800000,7800000,8500000,3100000,1.0
2402,1,1.0,0.0,7300000,23700000,16,852,9400000,6800000,22600000,8500000,0.0
2403,1,1.0,0.0,9300000,27500000,6,364,12200000,13800000,25300000,10800000,1.0
2404,2,0.0,1.0,4300000,15200000,12,552,3400000,2100000,12700000,4800000,0.0
2405,3,1.0,0.0,2600000,8100000,2,421,4200000,3100000,6200000,2500000,0.0
2406,5,0.0,0.0,2900000,9800000,12,588,5900000,2300000,6800000,2900000,0.0
2407,2,0.0,1.0,900000,3500000,6,763,2300000,300000,2000000,600000,0.0
2408,3,1.0,1.0,4900000,17500000,20,823,12600000,8700000,14300000,4800000,0.0
2409,0,0.0,0.0,7700000,24800000,10,642,16800000,10700000,27400000,4500000,0.0
2410,1,0.0,0.0,4700000,16800000,12,647,10400000,8300000,10600000,3400000,0.0
2411,5,1.0,0.0,3000000,8900000,20,886,2600000,1000000,10600000,2800000,0.0
2412,4,1.0,0.0,9700000,26200000,4,518,26200000,0,22500000,14000000,1.0
2413,0,0.0,1.0,6900000,26800000,20,515,10800000,2500000,16700000,8300000,1.0
2414,2,1.0,1.0,3800000,12400000,8,340,1800000,2600000,9700000,2600000,1.0
2415,3,1.0,1.0,600000,1700000,14,521,0,1000000,1700000,600000,1.0
2416,2,1.0,1.0,1200000,2900000,12,330,400000,1600000,3800000,600000,1.0
2417,4,1.0,1.0,7800000,26800000,2,474,8900000,11200000,18400000,5600000,0.0
2418,0,1.0,0.0,9000000,35100000,6,898,500000,16200000,20700000,9100000,0.0
2419,1,1.0,0.0,2800000,9100000,12,436,3600000,500000,7800000,3600000,1.0
2420,1,1.0,0.0,7800000,21300000,10,326,22800000,10700000,18500000,4500000,1.0
2421,4,0.0,1.0,4700000,9500000,18,876,11800000,6600000,18000000,4100000,0.0
2422,2,0.0,0.0,4600000,17500000,20,597,11400000,6100000,14100000,4100000,0.0
2423,4,0.0,0.0,5100000,16100000,14,436,11400000,2700000,13100000,6700000,1.0
2424,3,1.0,1.0,6100000,22800000,18,640,16800000,7300000,19600000,6000000,0.0
2425,0,1.0,0.0,6000000,22900000,16,302,12200000,6500000,17700000,7100000,1.0
2426,2,1.0,0.0,8400000,23200000,16,476,15200000,5400000,18700000,8600000,1.0
2427,2,0.0,0.0,9300000,22000000,14,393,4300000,3800000,28400000,13900000,1.0
2428,0,0.0,0.0,4200000,10300000,10,506,9300000,4500000,12400000,6000000,1.0
2429,3,0.0,0.0,9600000,37800000,10,418,6700000,5500000,34900000,11300000,1.0
2430,3,0.0,0.0,5600000,13400000,6,865,14900000,9700000,12300000,6000000,0.0
2431,4,0.0,0.0,7800000,28600000,2,703,500000,12400000,29500000,10500000,0.0
2432,2,0.0,1.0,4500000,12600000,2,568,6900000,3900000,17800000,2900000,0.0
2433,3,0.0,0.0,2400000,5900000,2,425,1100000,500000,7400000,2500000,1.0
2434,0,1.0,0.0,3900000,11300000,12,305,5000000,5900000,8800000,2100000,1.0
2435,5,0.0,1.0,9600000,20600000,6,456,17300000,11000000,21700000,11600000,1.0
2436,4,1.0,0.0,900000,2600000,2,602,600000,800000,3200000,1000000,0.0
2437,3,0.0,1.0,1100000,3800000,20,814,1400000,1500000,3200000,1100000,0.0
2438,4,1.0,0.0,6400000,24900000,2,640,10000000,5700000,18700000,6300000,0.0
2439,2,0.0,0.0,4600000,15000000,4,817,7200000,2400000,13000000,6600000,0.0
2440,4,0.0,0.0,7600000,29800000,20,361,13800000,5800000,15300000,5900000,1.0
2441,5,1.0,0.0,6800000,20100000,14,839,1900000,600000,15600000,7500000,0.0
2442,5,0.0,0.0,7100000,27000000,20,592,5100000,9600000,20200000,7600000,0.0
2443,4,1.0,1.0,6700000,24700000,6,498,12900000,700000,18800000,8400000,1.0
2444,5,1.0,1.0,5800000,12400000,6,847,5100000,9000000,14100000,7600000,0.0
2445,0,0.0,1.0,8600000,29400000,16,643,1000000,14100000,33000000,12300000,0.0
2446,0,0.0,1.0,3500000,10600000,4,389,8300000,4800000,9100000,2500000,0.0
2447,2,0.0,1.0,4800000,17500000,20,381,400000,6900000,13400000,7000000,1.0
2448,5,0.0,1.0,6100000,14400000,16,400,9200000,2800000,23800000,5600000,1.0
2449,5,0.0,1.0,5200000,12700000,16,718,11700000,100000,18100000,7200000,0.0
2450,5,1.0,1.0,4100000,12400000,8,309,8200000,1000000,13000000,3300000,1.0
2451,5,1.0,0.0,3200000,7400000,2,838,2200000,2900000,10200000,3600000,0.0
2452,3,1.0,1.0,7500000,21600000,14,678,8800000,12100000,20100000,11200000,0.0
2453,2,1.0,1.0,1500000,4500000,14,826,3200000,1700000,4600000,1600000,0.0
2454,4,0.0,1.0,1200000,3100000,16,348,1200000,2200000,3500000,1700000,1.0
2455,1,0.0,1.0,8400000,19700000,6,476,24700000,16500000,31800000,12100000,1.0
2456,0,1.0,1.0,7900000,26300000,8,666,4600000,9200000,18400000,11800000,0.0
2457,1,0.0,1.0,2100000,4300000,20,896,100000,2300000,7500000,2300000,0.0
2458,2,0.0,0.0,2500000,7000000,20,547,800000,1200000,5200000,2300000,1.0
2459,2,1.0,1.0,3700000,13900000,2,405,5900000,3200000,9100000,5500000,0.0
2460,5,0.0,0.0,1100000,4000000,16,498,400000,100000,2300000,700000,1.0
2461,5,0.0,0.0,6500000,24800000,8,779,7000000,9600000,15700000,8800000,0.0
2462,0,1.0,1.0,8200000,31500000,8,403,11500000,8800000,19000000,6100000,1.0
2463,2,1.0,0.0,5000000,12400000,8,709,11300000,6800000,13300000,4200000,0.0
2464,1,1.0,0.0,1500000,6000000,6,507,2600000,2700000,4800000,1900000,1.0
2465,5,1.0,0.0,3700000,9100000,18,368,3400000,2400000,8400000,3300000,1.0
2466,3,0.0,1.0,4100000,14600000,16,760,4700000,6600000,14900000,3000000,0.0
2467,2,1.0,0.0,7200000,16800000,6,796,6600000,6100000,14400000,9800000,0.0
2468,1,0.0,0.0,2000000,5000000,6,876,500000,2900000,5800000,1500000,0.0
2469,3,1.0,0.0,2000000,4700000,14,673,800000,3400000,5900000,1500000,0.0
2470,1,0.0,1.0,5100000,11500000,4,747,5000000,8900000,14100000,7000000,0.0
2471,1,1.0,0.0,6000000,13600000,12,589,9000000,300000,12600000,7100000,0.0
2472,1,0.0,0.0,4900000,18100000,8,382,13600000,400000,15500000,2400000,1.0
2473,3,1.0,1.0,900000,2300000,12,900,1300000,0,3300000,1100000,0.0
2474,1,0.0,1.0,7500000,25000000,18,628,3500000,2200000,21700000,4700000,0.0
2475,2,0.0,0.0,6400000,25000000,12,667,13500000,5500000,25500000,5400000,0.0
2476,2,0.0,1.0,8700000,26400000,2,778,8500000,2400000,28800000,10300000,0.0
2477,4,0.0,1.0,7300000,17200000,18,831,18500000,4300000,23000000,5200000,0.0
2478,5,0.0,0.0,7400000,27100000,4,320,19800000,14600000,25200000,9400000,0.0
2479,2,0.0,0.0,2700000,9300000,16,656,7700000,2500000,6400000,3600000,0.0
2480,3,0.0,0.0,3400000,8900000,6,896,4200000,4800000,10200000,4200000,0.0
2481,3,1.0,1.0,2100000,7400000,4,320,3300000,2700000,6300000,2200000,0.0
2482,2,1.0,0.0,3100000,10500000,10,751,5500000,5900000,9000000,1600000,0.0
2483,5,1.0,0.0,4700000,17400000,2,523,10600000,7000000,10900000,5200000,0.0
2484,5,0.0,0.0,3100000,10500000,6,584,7700000,2100000,10900000,2900000,0.0
2485,2,1.0,0.0,5700000,20400000,2,630,3000000,3100000,22600000,2900000,0.0
2486,3,0.0,1.0,2300000,8000000,14,472,4400000,3300000,7700000,1800000,1.0
2487,0,1.0,1.0,6600000,18500000,16,802,14600000,1100000,21800000,9700000,0.0
2488,2,0.0,1.0,2700000,6400000,18,547,5000000,1700000,9200000,1700000,1.0
2489,1,1.0,1.0,800000,2800000,16,726,2000000,1300000,3100000,1200000,0.0
2490,1,0.0,0.0,6600000,18500000,8,712,2300000,3200000,24400000,7600000,0.0
2491,3,0.0,0.0,3900000,10700000,6,790,10600000,1900000,12500000,2700000,0.0
2492,5,1.0,0.0,200000,600000,16,396,0,0,500000,200000,1.0
2493,3,0.0,0.0,2000000,4200000,6,831,1300000,1700000,6900000,1200000,0.0
2494,2,0.0,1.0,9100000,20900000,20,632,4200000,400000,30000000,13200000,0.0
2495,3,0.0,0.0,4700000,10800000,8,527,13300000,3100000,13600000,4800000,1.0
2496,3,1.0,1.0,3200000,11100000,6,708,8900000,5700000,8100000,1500000,0.0
2497,2,1.0,0.0,1700000,4200000,14,829,200000,1600000,4600000,1600000,0.0
2498,1,1.0,0.0,2600000,8100000,12,854,4500000,5100000,6300000,2500000,0.0
2499,3,1.0,1.0,2700000,6700000,14,899,2400000,4200000,6000000,2000000,0.0
2500,0,1.0,1.0,3600000,13400000,6,589,3600000,0,11200000,4000000,0.0
2501,4,0.0,1.0,7200000,26000000,6,571,4700000,0,22600000,4200000,0.0
2502,2,1.0,1.0,2500000,6400000,6,708,6900000,200000,9900000,3500000,0.0
2503,2,1.0,0.0,5500000,19600000,16,328,2400000,4800000,10900000,3700000,1.0
2504,3,0.0,1.0,9200000,33500000,8,564,20800000,15200000,29800000,11400000,0.0
2505,3,1.0,0.0,9000000,19000000,8,693,18300000,4500000,29600000,7200000,0.0
2506,4,1.0,1.0,5900000,15000000,14,626,16400000,4600000,17600000,8200000,0.0
2507,4,0.0,0.0,5600000,15600000,12,470,9900000,10700000,14600000,7000000,1.0
2508,2,1.0,1.0,3200000,12500000,8,849,400000,5300000,10400000,4400000,0.0
2509,5,1.0,0.0,9100000,27800000,16,547,21900000,7000000,31900000,9400000,1.0
2510,0,1.0,1.0,4600000,15100000,2,417,5600000,3900000,11800000,6600000,0.0
2511,4,0.0,0.0,7300000,14900000,2,358,13600000,12300000,20400000,7300000,1.0
2512,5,1.0,1.0,1300000,3100000,16,826,200000,1700000,5100000,1400000,0.0
2513,0,1.0,0.0,1800000,4200000,6,836,1300000,1900000,6800000,2000000,0.0
2514,3,0.0,0.0,500000,1700000,10,509,400000,300000,1400000,300000,1.0
2515,2,1.0,1.0,5700000,20500000,20,581,15200000,7800000,11400000,8500000,0.0
2516,4,0.0,0.0,300000,1100000,4,359,100000,0,1000000,200000,0.0
2517,5,0.0,1.0,2100000,7100000,10,517,1200000,2900000,5400000,1400000,1.0
2518,1,1.0,1.0,5700000,20100000,14,442,11700000,7300000,17900000,6500000,1.0
2519,1,1.0,1.0,1100000,2700000,16,346,1900000,300000,2200000,800000,1.0
2520,5,0.0,0.0,9300000,34000000,6,742,4200000,600000,32800000,8200000,0.0
2521,1,0.0,1.0,3500000,8100000,10,626,7100000,5500000,7200000,2900000,0.0
2522,0,1.0,1.0,8200000,28800000,4,619,9000000,1100000,23000000,6300000,0.0
2523,2,1.0,1.0,7500000,17900000,20,734,9100000,5500000,23000000,4900000,0.0
2524,1,0.0,1.0,7000000,25600000,6,420,15100000,11500000,15300000,8700000,1.0
2525,5,1.0,1.0,3900000,8300000,18,600,3900000,600000,10400000,5600000,0.0
2526,3,0.0,1.0,4700000,13200000,12,440,4000000,3300000,16600000,4300000,1.0
2527,5,1.0,1.0,1700000,5200000,16,820,1700000,1200000,4000000,1000000,0.0
2528,0,0.0,0.0,2500000,7800000,8,437,5800000,0,5800000,3300000,1.0
2529,1,1.0,1.0,400000,1400000,12,468,700000,0,1500000,400000,1.0
2530,0,1.0,1.0,2400000,9100000,8,368,2200000,200000,5600000,3300000,1.0
2531,4,0.0,0.0,5700000,21900000,2,871,3200000,1700000,14400000,6100000,0.0
2532,1,0.0,0.0,9800000,37900000,4,816,21800000,12200000,26100000,8500000,0.0
2533,5,0.0,0.0,9000000,32800000,4,773,10600000,4100000,18900000,11500000,0.0
2534,3,1.0,0.0,800000,3000000,14,576,1200000,1300000,2600000,400000,0.0
2535,1,0.0,0.0,1600000,4500000,14,673,1900000,2700000,3700000,1300000,0.0
2536,0,0.0,1.0,9800000,34100000,20,760,21500000,9400000,33400000,13600000,0.0
2537,5,1.0,1.0,2900000,7500000,12,678,3400000,3000000,10900000,3700000,0.0
2538,4,1.0,1.0,3900000,12000000,14,893,6000000,4700000,12900000,5200000,0.0
2539,0,0.0,1.0,3300000,9000000,18,754,6100000,3900000,6900000,4700000,0.0
2540,3,0.0,1.0,700000,2200000,8,617,1600000,400000,2400000,900000,0.0
2541,3,1.0,1.0,8400000,29500000,20,661,14600000,3400000,28900000,10900000,0.0
2542,1,0.0,1.0,4000000,12100000,12,356,10500000,2500000,15600000,5000000,1.0
